Date,Open,High,Low,Close,Adj Close,Volume
2022-07-05,57600.0,58200.0,57200.0,57200.0,56456.671875,14216539
2022-07-06,57300.0,57300.0,56400.0,56400.0,55667.0703125,16820461
2022-07-07,56400.0,58700.0,56300.0,58200.0,57443.6796875,21322833
2022-07-08,58600.0,59300.0,58200.0,58700.0,57937.1796875,15339271
2022-07-11,59300.0,59600.0,58700.0,58800.0,58035.8828125,13042624
2022-07-12,58600.0,58700.0,58100.0,58100.0,57344.98046875,9336061
2022-07-13,58300.0,58600.0,58000.0,58000.0,57246.27734375,10841315
2022-07-14,57500.0,58200.0,57400.0,57500.0,56752.77734375,15067012
2022-07-15,58400.0,60000.0,58100.0,60000.0,59220.28515625,18685583
2022-07-18,60600.0,62000.0,60500.0,61900.0,61095.59375,20832517
2022-07-19,61400.0,61500.0,60200.0,60900.0,60108.58984375,15248261
2022-07-20,61800.0,62100.0,60500.0,60500.0,59713.7890625,16782238
2022-07-21,61100.0,61900.0,60700.0,61800.0,60996.89453125,12291374
2022-07-22,61800.0,62200.0,61200.0,61300.0,60503.390625,10261310
2022-07-25,60900.0,61900.0,60800.0,61100.0,60305.9921875,9193681
2022-07-26,60800.0,61900.0,60800.0,61700.0,60898.19140625,6597211
2022-07-27,61300.0,61900.0,61200.0,61800.0,60996.89453125,7320997
2022-07-28,62300.0,62600.0,61600.0,61900.0,61095.59375,10745302
2022-07-29,62400.0,62600.0,61300.0,61400.0,60602.09375,15093120
2022-08-01,61000.0,61700.0,60300.0,61300.0,60503.390625,13154816
2022-08-02,61200.0,61900.0,61000.0,61700.0,60898.19140625,13614895
2022-08-03,61600.0,61600.0,61000.0,61300.0,60503.390625,10053861
2022-08-04,61700.0,61800.0,61200.0,61500.0,60700.79296875,9125439
2022-08-05,61700.0,61900.0,61200.0,61500.0,60700.79296875,9567620
2022-08-08,61400.0,61400.0,60600.0,60800.0,60009.890625,11313150
2022-08-09,60600.0,60700.0,59600.0,60000.0,59220.28515625,18251170
2022-08-10,58900.0,59200.0,58600.0,59100.0,58331.984375,18084349
2022-08-11,59600.0,60000.0,59300.0,59900.0,59121.5859375,15141941
2022-08-12,59500.0,60700.0,59400.0,60200.0,59417.6875,10786658
2022-08-16,60500.0,61600.0,60300.0,61000.0,60207.2890625,15036727
2022-08-17,61100.0,61200.0,60300.0,60400.0,59615.08984375,9061518
2022-08-18,60300.0,61900.0,60000.0,61500.0,60700.79296875,16372754
2022-08-19,61400.0,61600.0,60600.0,60900.0,60108.58984375,6923679
2022-08-22,60300.0,60400.0,59800.0,60000.0,59220.28515625,8259865
2022-08-23,59000.0,59600.0,59000.0,59100.0,58331.984375,9041629
2022-08-24,59200.0,59500.0,59000.0,59000.0,58233.28125,8888486
2022-08-25,59200.0,59700.0,59000.0,59700.0,58924.18359375,5767902
2022-08-26,60300.0,60900.0,59900.0,60000.0,59220.28515625,9499995
2022-08-29,58700.0,58900.0,58600.0,58600.0,57838.48046875,9841329
2022-08-30,58700.0,59000.0,58300.0,58800.0,58035.8828125,9690044
2022-08-31,58200.0,59900.0,58200.0,59700.0,58924.18359375,14203512
2022-09-01,58700.0,58900.0,58300.0,58400.0,57641.08203125,14905777
2022-09-02,58300.0,58600.0,57500.0,57500.0,56752.77734375,15040310
2022-09-05,57400.0,57800.0,56800.0,57100.0,56357.97265625,11425977
2022-09-06,57200.0,57600.0,56900.0,57100.0,56357.97265625,7503086
2022-09-07,56700.0,56700.0,55900.0,56000.0,55272.265625,17384854
2022-09-08,56200.0,56400.0,55600.0,55600.0,54877.46484375,18000016
2022-09-13,57000.0,58500.0,56800.0,58100.0,57344.98046875,17166581
2022-09-14,56200.0,57200.0,56100.0,56800.0,56061.87109375,12524961
2022-09-15,57000.0,57100.0,56000.0,56000.0,55272.265625,11664819
2022-09-16,55600.0,56400.0,55500.0,56200.0,55469.66796875,13456503
2022-09-19,56300.0,57000.0,56000.0,56400.0,55667.0703125,12278653
2022-09-20,56400.0,57000.0,55800.0,55800.0,55074.8671875,14041465
2022-09-21,55400.0,55500.0,55000.0,55300.0,54581.36328125,11863700
2022-09-22,54600.0,54700.0,54300.0,54400.0,53693.0625,12786510
2022-09-23,54400.0,54900.0,54200.0,54500.0,53791.76171875,10555964
2022-09-26,53700.0,54200.0,53600.0,53900.0,53199.55859375,15008449
2022-09-27,53800.0,54200.0,53500.0,54200.0,53495.66015625,16631289
2022-09-28,53900.0,54400.0,52500.0,52900.0,52212.5546875,19991129
2022-09-29,53300.0,53700.0,52600.0,52600.0,52273.171875,13882080
2022-09-30,52300.0,53600.0,51800.0,53100.0,52770.06640625,22503249
2022-10-04,55300.0,55400.0,54500.0,55200.0,54857.01953125,19148435
2022-10-05,56900.0,57200.0,55400.0,56000.0,55652.046875,22458970
2022-10-06,56700.0,57300.0,56300.0,56300.0,55950.18359375,14944446
2022-10-07,55900.0,56900.0,55200.0,56200.0,55850.8046875,16886813
2022-10-11,54400.0,55700.0,54000.0,55400.0,55055.77734375,21437877
2022-10-12,55700.0,57000.0,55200.0,55800.0,55453.2890625,18408910
2022-10-13,55400.0,56100.0,55200.0,55200.0,54857.01953125,13784602
2022-10-14,56200.0,56500.0,55800.0,56300.0,55950.18359375,12924326
2022-10-17,55800.0,57000.0,55700.0,56600.0,56248.3203125,13641878
2022-10-18,56700.0,57100.0,55800.0,56500.0,56148.94140625,14820702
2022-10-19,56700.0,56900.0,55700.0,55800.0,55453.2890625,12660652
2022-10-20,55200.0,56000.0,55100.0,55500.0,55155.15625,17107653
2022-10-21,55100.0,56300.0,55100.0,55900.0,55552.66796875,11456060
2022-10-24,57000.0,57500.0,56700.0,57500.0,57142.7265625,16944503
2022-10-25,57000.0,58600.0,57000.0,57700.0,57341.484375,17405678
2022-10-26,58000.0,59600.0,57700.0,59400.0,59030.921875,20824967
2022-10-27,59700.0,60100.0,58900.0,59500.0,59130.30078125,21756712
2022-10-28,58900.0,59200.0,57200.0,57300.0,56943.96875,20924937
2022-10-31,58100.0,59900.0,58000.0,59400.0,59030.921875,18999514
2022-11-01,59900.0,60300.0,59500.0,60000.0,59627.1953125,17201647
2022-11-02,59700.0,60000.0,59300.0,59600.0,59229.6796875,13202919
2022-11-03,58600.0,59800.0,58100.0,59200.0,58832.1640625,17492162
2022-11-04,59100.0,59500.0,58400.0,59400.0,59030.921875,12445841
2022-11-07,59700.0,60300.0,59400.0,60200.0,59825.953125,12437246
2022-11-08,60500.0,61900.0,60500.0,61800.0,61416.01171875,18273898
2022-11-09,62000.0,62200.0,61300.0,62000.0,61614.765625,14045592
2022-11-10,61400.0,61500.0,60400.0,60400.0,60024.7109375,21087633
2022-11-11,63100.0,63200.0,62300.0,62900.0,62509.17578125,20037163
2022-11-14,62900.0,62900.0,61700.0,61900.0,61515.390625,15973416
2022-11-15,62200.0,62500.0,61600.0,62400.0,62012.28125,12310986
2022-11-16,62400.0,62700.0,61700.0,62700.0,62310.41796875,12909260
2022-11-17,62000.0,62000.0,61300.0,61400.0,61018.49609375,13298296
2022-11-18,61800.0,62400.0,61400.0,61800.0,61416.01171875,12236503
2022-11-21,61400.0,61800.0,60800.0,61400.0,61018.49609375,9378097
2022-11-22,60900.0,61200.0,60300.0,60600.0,60223.46484375,9411289
2022-11-23,61200.0,61300.0,60700.0,61000.0,60620.98046875,8765050
2022-11-24,61200.0,61700.0,60900.0,61400.0,61018.49609375,8125010
2022-11-25,61400.0,61700.0,60800.0,61000.0,60620.98046875,6677933
2022-11-28,60500.0,60500.0,59800.0,60100.0,59726.57421875,8589032
2022-11-29,59900.0,60600.0,59800.0,60600.0,60223.46484375,7014160
2022-11-30,60400.0,62200.0,60200.0,62200.0,61813.5234375,19768903
2022-12-01,63100.0,63200.0,62300.0,62600.0,62211.0390625,16631445
2022-12-02,62500.0,62500.0,60400.0,60400.0,60024.7109375,15331184
2022-12-05,60900.0,61100.0,60000.0,60300.0,59925.33203125,13767787
2022-12-06,59800.0,60100.0,59200.0,59200.0,58832.1640625,13888300
2022-12-07,58800.0,59600.0,58500.0,58900.0,58534.02734375,12100662
2022-12-08,58700.0,59200.0,58600.0,59200.0,58832.1640625,12986815
2022-12-09,59300.0,60600.0,59300.0,60400.0,60024.7109375,10529632
2022-12-12,59900.0,60000.0,59400.0,59500.0,59130.30078125,9036472
2022-12-13,59600.0,60300.0,59400.0,59700.0,59329.05859375,9040873
2022-12-14,59800.0,60600.0,59800.0,60500.0,60124.0859375,8207485
2022-12-15,59800.0,60200.0,59300.0,59300.0,58931.54296875,8716039
2022-12-16,58300.0,59500.0,58300.0,59500.0,59130.30078125,13033596
2022-12-19,59500.0,59900.0,59100.0,59500.0,59130.30078125,7696187
2022-12-20,59000.0,59100.0,58500.0,58600.0,58235.89453125,9284761
2022-12-21,58700.0,59100.0,58000.0,58000.0,57639.62109375,10356971
2022-12-22,58100.0,59100.0,58100.0,59100.0,58732.78515625,10720630
2022-12-23,58200.0,58400.0,57700.0,58100.0,57739.0,9829407
2022-12-26,58000.0,58100.0,57700.0,57900.0,57540.2421875,6756411
2022-12-27,58000.0,58400.0,57900.0,58100.0,57739.0,10667027
2022-12-28,57600.0,57600.0,56400.0,56600.0,56600.0,14665410
2022-12-29,56000.0,56200.0,55300.0,55300.0,55300.0,11295935
2023-01-02,55500.0,56100.0,55200.0,55500.0,55500.0,10031448
2023-01-03,55400.0,56000.0,54500.0,55400.0,55400.0,13547030
2023-01-04,55700.0,58000.0,55600.0,57800.0,57800.0,20188071
2023-01-05,58200.0,58800.0,57600.0,58200.0,58200.0,15682826
2023-01-06,58300.0,59400.0,57900.0,59000.0,59000.0,17334989
2023-01-09,59700.0,60700.0,59600.0,60700.0,60700.0,18640107
2023-01-10,60200.0,61100.0,59900.0,60400.0,60400.0,14859797
2023-01-11,61000.0,61200.0,60300.0,60500.0,60500.0,12310751
2023-01-12,61100.0,61200.0,59900.0,60500.0,60500.0,16102561
2023-01-13,60500.0,61200.0,60400.0,60800.0,60800.0,12510328
2023-01-16,61300.0,61600.0,60800.0,61100.0,61100.0,10039972
2023-01-17,61200.0,61500.0,60600.0,61000.0,61000.0,9831456
2023-01-18,60700.0,61000.0,59900.0,60400.0,60400.0,11584041
2023-01-19,60500.0,61500.0,60400.0,61500.0,61500.0,12808490
2023-01-20,62100.0,62300.0,61100.0,61800.0,61800.0,9646327
2023-01-25,63500.0,63700.0,63000.0,63300.0,63300.0,39217
2023-01-26,63800.0,63900.0,63300.0,63800.0,63800.0,54188
2023-01-27,64400.0,65000.0,63900.0,64600.0,64600.0,44282
2023-01-30,64900.0,64900.0,63100.0,63300.0,63300.0,59628
2023-01-31,63500.0,63700.0,61000.0,61400.0,61400.0,163847
2023-02-01,62600.0,62700.0,61000.0,61000.0,61000.0,98585
2023-02-02,63200.0,63900.0,62600.0,63500.0,63500.0,65992
2023-02-03,63900.0,64000.0,63000.0,63500.0,63500.0,47567
2023-02-06,62800.0,63000.0,61600.0,61600.0,61600.0,144104
2023-02-07,61900.0,62500.0,61600.0,62000.0,62000.0,32873
2023-02-08,62800.0,63300.0,62400.0,63100.0,63100.0,42558
2023-02-09,63000.0,63300.0,62300.0,63300.0,63300.0,48035
2023-02-10,62600.0,63000.0,62400.0,62900.0,62900.0,44786
2023-02-13,62900.0,63000.0,62300.0,62900.0,62900.0,59395
2023-02-14,63600.0,63900.0,63200.0,63200.0,63200.0,70606
2023-02-15,63900.0,63900.0,62000.0,62200.0,62200.0,58370
2023-02-16,62500.0,63700.0,62400.0,63700.0,63700.0,41448
2023-02-17,62900.0,63300.0,62400.0,62600.0,62600.0,28613
2023-02-20,62900.0,63000.0,61800.0,62700.0,62700.0,29846
2023-02-21,62700.0,62800.0,62000.0,62100.0,62100.0,60971
2023-02-22,61500.0,61800.0,61000.0,61100.0,61100.0,39178
2023-02-23,61700.0,62500.0,61500.0,62000.0,62000.0,37145
2023-02-24,62300.0,62600.0,61300.0,61300.0,61300.0,50792
2023-02-27,60800.0,60800.0,60200.0,60500.0,60500.0,11155697
2023-02-28,60800.0,61400.0,60500.0,60600.0,60600.0,13715861
2023-03-02,60900.0,61800.0,60500.0,60800.0,60800.0,13095682
2023-03-03,61000.0,61200.0,60500.0,60500.0,60500.0,10711405
2023-03-06,61100.0,61600.0,60800.0,61500.0,61500.0,13630602
2023-03-07,61400.0,61400.0,60700.0,60700.0,60700.0,11473280
2023-03-08,60100.0,60500.0,59900.0,60300.0,60300.0,14161857
2023-03-09,60500.0,60800.0,59900.0,60100.0,60100.0,14334499
2023-03-10,59500.0,59700.0,59100.0,59500.0,59500.0,11902471
2023-03-13,59900.0,60200.0,59300.0,60000.0,60000.0,12779724
2023-03-14,59400.0,59500.0,59000.0,59000.0,59000.0,12147346
2023-03-15,60000.0,60300.0,59600.0,59800.0,59800.0,10482149
2023-03-16,59200.0,60200.0,59100.0,59900.0,59900.0,10611939
2023-03-17,60800.0,61300.0,60600.0,61300.0,61300.0,14090110
