Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,81000.0,84400.0,80200.0,83000.0,79551.8359375,38655276
2021-01-05,81600.0,83900.0,81600.0,83900.0,80414.4375,35335669
2021-01-06,83300.0,84500.0,82100.0,82200.0,78785.0703125,42089013
2021-01-07,82800.0,84200.0,82700.0,82900.0,79455.9765625,32644642
2021-01-08,83300.0,90000.0,83000.0,88800.0,85110.8828125,59013307
2021-01-11,90000.0,96800.0,89500.0,91000.0,87219.484375,90306177
2021-01-12,90300.0,91400.0,87800.0,90600.0,86836.0859375,48682416
2021-01-13,89800.0,91200.0,89100.0,89700.0,85973.4765625,36068848
2021-01-14,88700.0,90000.0,88700.0,89700.0,85973.4765625,26393970
2021-01-15,89800.0,91800.0,88000.0,88000.0,84344.1171875,33431809
2021-01-18,86600.0,87300.0,84100.0,85000.0,81468.75,43227951
2021-01-19,84500.0,88000.0,83600.0,87000.0,83385.65625,39895044
2021-01-20,89000.0,89000.0,86500.0,87200.0,83577.34375,25211127
2021-01-21,87500.0,88600.0,86500.0,88100.0,84439.953125,25318011
2021-01-22,89000.0,89700.0,86800.0,86800.0,83193.9609375,30861661
2021-01-25,87000.0,89900.0,86300.0,89400.0,85685.9609375,27258534
2021-01-26,88800.0,89200.0,86500.0,86700.0,83098.109375,33178936
2021-01-27,86600.0,87700.0,85600.0,85600.0,82043.828125,26423070
2021-01-28,83200.0,85600.0,83200.0,83700.0,80222.75,31859808
2021-01-29,84500.0,85000.0,82000.0,82000.0,78593.375,39615978
2021-02-01,81700.0,83400.0,81000.0,83000.0,79551.8359375,28046832
2021-02-02,84100.0,86400.0,83700.0,84400.0,80893.6640625,26302077
2021-02-03,84800.0,85400.0,83400.0,84600.0,81085.359375,22112205
2021-02-04,83500.0,83800.0,82100.0,82500.0,79072.6015625,24171688
2021-02-05,83100.0,84000.0,82500.0,83500.0,80031.0546875,18036835
2021-02-08,83800.0,84200.0,83000.0,83000.0,79551.8359375,15338765
2021-02-09,84000.0,84800.0,82700.0,82700.0,79264.28125,20898332
2021-02-10,82600.0,82600.0,81600.0,81600.0,78210.0,23025766
2021-02-15,83800.0,84500.0,83300.0,84200.0,80701.984375,23529706
2021-02-16,84500.0,86000.0,84200.0,84900.0,81372.8984375,20483100
2021-02-17,83900.0,84200.0,83000.0,83200.0,79743.5234375,18307735
2021-02-18,83200.0,83600.0,82100.0,82100.0,78689.2265625,21327683
2021-02-19,82300.0,82800.0,81000.0,82600.0,79168.4609375,25880879
2021-02-22,83800.0,84200.0,82200.0,82200.0,78785.0703125,25419886
2021-02-23,81200.0,82900.0,81100.0,82000.0,78593.375,20587314
2021-02-24,81800.0,83600.0,81300.0,82000.0,78593.375,26807651
2021-02-25,84000.0,85400.0,83000.0,85300.0,81756.2890625,34155986
2021-02-26,82800.0,83400.0,82000.0,82500.0,79072.6015625,38520800
2021-03-02,85100.0,85300.0,83000.0,83600.0,80126.9140625,33498180
2021-03-03,83500.0,84000.0,82800.0,84000.0,80510.2890625,19882132
2021-03-04,82600.0,83200.0,82200.0,82400.0,78976.7578125,24348331
2021-03-05,81100.0,82600.0,81100.0,82100.0,78689.2265625,20508971
2021-03-08,82900.0,83000.0,81600.0,82000.0,78593.375,17641256
2021-03-09,81400.0,81900.0,80600.0,81400.0,78018.296875,25420764
2021-03-10,82400.0,82500.0,80700.0,80900.0,77539.0703125,20038422
2021-03-11,81000.0,82500.0,81000.0,82000.0,78593.375,23818297
2021-03-12,83100.0,83500.0,82400.0,82800.0,79360.1328125,13530573
2021-03-15,82800.0,82900.0,81800.0,81800.0,78401.6796875,13735798
2021-03-16,82200.0,83000.0,82100.0,82800.0,79360.1328125,12293537
2021-03-17,82800.0,82900.0,82000.0,82300.0,78880.9140625,11625146
2021-03-18,82800.0,83800.0,82600.0,82900.0,79455.9765625,18585244
2021-03-19,82100.0,82500.0,81800.0,81900.0,78497.53125,15869700
2021-03-22,82000.0,82300.0,81700.0,82000.0,78593.375,12670506
2021-03-23,82600.0,82900.0,81800.0,81800.0,78401.6796875,13299907
2021-03-24,81000.0,81600.0,80700.0,81000.0,77634.921875,17926638
2021-03-25,81000.0,82100.0,80800.0,81200.0,77826.6015625,14758826
2021-03-26,81400.0,81600.0,81000.0,81500.0,78114.1484375,12845778
2021-03-29,81700.0,81700.0,81000.0,81600.0,78210.0,14952134
2021-03-30,81600.0,82300.0,81300.0,82200.0,79135.1640625,13121698
2021-03-31,82400.0,82700.0,81400.0,81400.0,78364.9921875,17240518
2021-04-01,82500.0,83000.0,82000.0,82900.0,79809.0546875,18676461
2021-04-02,84000.0,85200.0,83900.0,84800.0,81638.2265625,22997538
2021-04-05,85800.0,86000.0,84800.0,85400.0,82215.8515625,16255990
2021-04-06,86200.0,86200.0,85100.0,86000.0,82793.484375,19042023
2021-04-07,86100.0,86200.0,85400.0,85600.0,82408.390625,17885538
2021-04-08,85700.0,85700.0,84100.0,84700.0,81541.9609375,19244259
2021-04-09,84700.0,84900.0,83400.0,83600.0,80482.9609375,18193707
2021-04-12,84100.0,84100.0,83100.0,83200.0,80097.875,12915282
2021-04-13,83000.0,84500.0,82800.0,84000.0,80868.0546875,15238206
2021-04-14,84000.0,84300.0,83400.0,84000.0,80868.0546875,13794652
2021-04-15,83700.0,84500.0,83400.0,84100.0,80964.328125,16377412
2021-04-16,84700.0,84700.0,83600.0,83900.0,80771.78125,15429522
2021-04-19,83800.0,84000.0,83300.0,83300.0,80194.15625,15287311
2021-04-20,83300.0,84000.0,83100.0,83900.0,80771.78125,15521965
2021-04-21,83300.0,83500.0,82500.0,82600.0,79520.25,21636079
2021-04-22,82900.0,83000.0,82400.0,82400.0,79327.7109375,13934746
2021-04-23,81900.0,82900.0,81600.0,82800.0,79712.78125,17805080
2021-04-26,82900.0,83500.0,82600.0,83500.0,80386.6875,15489938
2021-04-27,83200.0,83300.0,82500.0,82900.0,79809.0546875,12941533
2021-04-28,83200.0,83200.0,82100.0,82100.0,79038.8984375,15596759
2021-04-29,82400.0,82500.0,81500.0,81700.0,78653.8046875,20000973
2021-04-30,81900.0,82100.0,81500.0,81500.0,78461.2578125,18673197
2021-05-03,81000.0,82400.0,81000.0,81700.0,78653.8046875,15710336
2021-05-04,81900.0,82600.0,81800.0,82600.0,79520.25,12532550
2021-05-06,81700.0,82300.0,81700.0,82300.0,79231.4375,17047511
2021-05-07,81800.0,82100.0,81500.0,81900.0,78846.359375,14154882
2021-05-10,82300.0,83500.0,81800.0,83200.0,80097.875,19385027
2021-05-11,82500.0,82600.0,81100.0,81200.0,78172.4375,28996680
2021-05-12,80800.0,81200.0,79800.0,80000.0,77017.1875,35812268
2021-05-13,78900.0,79600.0,78400.0,78500.0,75573.1171875,31490096
2021-05-14,79000.0,80300.0,78900.0,80100.0,77113.4609375,16450920
2021-05-17,80800.0,80900.0,79200.0,79600.0,76632.109375,17740855
2021-05-18,79600.0,80000.0,79100.0,79600.0,76632.109375,17494407
2021-05-20,79400.0,79700.0,79100.0,79500.0,76535.828125,16541828
2021-05-21,80100.0,81500.0,79800.0,80100.0,77113.4609375,20961714
2021-05-24,80100.0,80400.0,79500.0,79700.0,76728.3828125,13398666
2021-05-25,80000.0,80400.0,79800.0,79900.0,76920.921875,13628942
2021-05-26,80400.0,80500.0,79700.0,79800.0,76824.640625,11984359
2021-05-27,80000.0,80000.0,79100.0,79600.0,76632.109375,23198510
2021-05-28,79800.0,80400.0,79400.0,80100.0,77113.4609375,12360199
2021-05-31,80300.0,80600.0,79600.0,80500.0,77498.546875,13321324
2021-06-01,80500.0,81300.0,80100.0,80600.0,77594.8125,14058401
2021-06-02,80400.0,81400.0,80300.0,80800.0,77787.359375,16414644
2021-06-03,81300.0,83000.0,81100.0,82800.0,79712.78125,29546007
2021-06-04,82700.0,82700.0,81500.0,82200.0,79135.1640625,18112259
2021-06-07,82700.0,82800.0,81600.0,81900.0,78846.359375,16496197
2021-06-08,82300.0,82600.0,81800.0,81900.0,78846.359375,12781226
2021-06-09,81500.0,82000.0,81100.0,81100.0,78076.1796875,14908823
2021-06-10,81300.0,81400.0,80900.0,81000.0,77979.9140625,17586995
2021-06-11,81200.0,81700.0,80700.0,81000.0,77979.9140625,14087962
2021-06-14,80800.0,80900.0,80500.0,80500.0,77498.546875,10550078
2021-06-15,80900.0,81200.0,80600.0,80900.0,77883.6328125,10075685
2021-06-16,81500.0,81900.0,81100.0,81800.0,78750.078125,14999855
2021-06-17,81100.0,81300.0,80700.0,80900.0,77883.6328125,14007385
2021-06-18,81100.0,81100.0,80500.0,80500.0,77498.546875,14916721
2021-06-21,79700.0,80000.0,79600.0,79900.0,76920.921875,16063340
2021-06-22,80200.0,80300.0,79900.0,80000.0,77017.1875,11773365
2021-06-23,80500.0,80600.0,79900.0,80100.0,77113.4609375,13856548
2021-06-24,80400.0,81400.0,80100.0,81200.0,78172.4375,18771080
2021-06-25,81500.0,81900.0,81200.0,81600.0,78557.5390625,13481405
2021-06-28,81700.0,82000.0,81600.0,81900.0,78846.359375,11578529
2021-06-29,81900.0,82100.0,80800.0,81000.0,78325.1484375,15744317
2021-06-30,81100.0,81400.0,80700.0,80700.0,78035.0546875,13288643
2021-07-01,80500.0,80600.0,80000.0,80100.0,77454.8671875,13382882
2021-07-02,80000.0,80400.0,79900.0,80000.0,77358.171875,8753097
